id,Количество.комнат,Студия,Общая.площадь,Этаж,Этажей.в.доме,Парковка,Без.ремонта,Дизайнерский,Евроремонт,Косметический,Балкон,Лоджия,Совмещенный.санузел,Раздельный.санузел,Лифт,Грузовой.лифт,Мусоропровод,Год.постройки,Аварийный,Железобетонные.перекрытия,Смешанные.перекрытия,Деревянные.перекрытия,Иные.перекрытия,Панельные.стены,Блочные.стены,Деревянные.стены,Кирпичные.стены,Монолитные.стены,Смешанные.стены,Школа.1000,ВУЗ.1000,ТЦ.1000,Стоматология.1000,Почта.1000,Поликлиника.1000,Парк.1000,Остановка.1000,Одежда..1000,Супер3кет.1000,Кинотеатр.1000,Кафе.1000,АЗС.1000,Детский.сад.1000,Бар.1000,Банк.1000,Аптека.1000,Цена
219,3,0,56.0,10,12,0,0,0,0,1,0,0,0,0,1,0,1,1969,0,1,0,0,0,1,0,0,0,0,0,5,11,1,15,2,4,3,6,25,5,0,9,2,15,3,13,14,2850000.0
99,2,0,46.0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1961,0,1,0,0,0,0,0,0,1,0,0,12,14,1,15,5,4,3,11,25,6,0,8,3,22,6,13,24,2250000.0
717,4,0,83.0,5,9,1,0,0,0,1,1,1,0,0,1,0,1,1987,0,1,0,0,0,1,0,0,0,0,0,3,0,0,4,1,2,0,3,2,3,0,3,2,14,0,3,9,3650000.0
1073,1,0,42.0,12,16,1,0,0,1,0,1,0,1,0,1,2,1,2017,0,1,0,0,0,0,0,0,1,0,0,2,1,1,5,2,1,0,7,1,1,1,3,5,4,2,1,7,2700000.0
231,1,0,31.0,3,5,0,0,0,0,1,1,0,1,0,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,4,0,2,3,1,2,1,6,8,2,0,4,5,5,3,2,6,1450000.0
1336,4,0,74.1,6,9,0,0,0,0,1,3,0,0,1,1,0,1,1974,0,1,0,0,0,1,0,0,0,0,0,5,0,3,4,1,0,2,6,4,1,0,3,1,7,1,3,11,3700000.0
456,2,0,44.6,1,5,1,0,0,0,1,0,1,0,1,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,7,2,2,5,3,1,0,11,4,5,0,4,3,12,1,6,10,2200000.0
1063,2,0,44.4,4,5,0,0,0,0,1,1,0,0,1,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,4,0,0,7,2,1,0,9,2,2,0,2,0,10,1,7,11,2250000.0
303,4,0,112.0,9,18,0,0,0,0,1,2,0,1,0,1,0,1,2008,0,1,0,0,0,0,0,0,0,0,1,3,0,3,16,5,4,1,11,12,6,0,6,2,18,9,7,21,6500000.0
1551,1,0,32.0,2,5,1,1,0,0,0,0,0,1,0,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,13,14,1,14,4,2,2,8,24,6,0,9,1,22,4,13,24,1650000.0
1363,1,0,30.0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1976,0,1,0,0,0,1,0,0,0,0,0,3,0,3,3,2,0,2,9,4,1,0,6,4,5,1,5,12,1100000.0
491,1,0,11.0,3,9,1,0,0,0,1,0,0,0,0,2,0,1,1978,0,1,0,0,0,1,0,0,0,0,0,7,0,2,7,4,6,0,10,4,10,0,7,2,20,5,12,15,500000.0
260,1,0,32.0,4,5,0,0,0,1,0,1,0,1,0,0,0,0,1960,0,0,1,0,0,0,0,0,1,0,0,8,6,1,8,4,4,1,10,16,6,0,6,4,19,5,12,28,2000000.0
740,3,0,96.2,1,14,0,0,0,0,1,0,2,0,0,1,0,1,2011,0,1,0,0,0,1,0,0,0,0,0,4,2,3,10,2,0,1,10,3,8,0,9,4,17,6,6,15,4450000.0
430,1,0,26.0,3,18,0,0,0,0,1,0,1,0,0,1,0,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2,1600000.0
1180,2,0,46.0,2,5,0,0,0,1,0,1,0,1,0,0,0,0,1972,0,1,0,0,0,0,0,0,1,0,0,4,3,3,9,3,1,2,11,13,5,0,10,3,13,2,12,16,2650000.0
554,2,0,53.0,1,14,0,0,0,1,0,1,0,0,1,1,0,1,2010,0,1,0,0,0,1,0,0,0,0,0,3,0,3,11,5,0,1,10,12,5,0,6,3,19,8,6,14,3000000.0
1296,4,0,83.0,8,10,0,0,0,1,0,1,0,0,1,1,0,1,1988,0,1,0,0,0,1,0,0,0,0,0,5,0,0,6,3,2,0,6,0,5,0,5,1,9,2,6,7,3800000.0
1037,2,0,54.0,5,10,1,0,0,0,1,0,1,0,1,1,1,1,2016,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,3,1,1,1,0,0,3100000.0
7,2,0,54.0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,1992,0,1,0,0,0,1,0,0,0,0,0,3,0,4,15,3,0,1,12,11,7,0,5,3,28,9,5,18,2900000.0
1372,1,0,32.5,2,5,0,0,0,0,1,1,0,1,0,0,0,0,1975,0,1,0,0,0,1,0,0,0,0,0,2,0,3,3,2,1,1,11,5,2,0,5,2,5,1,5,14,1375000.0
1472,2,0,40.0,9,9,0,1,0,0,0,1,0,1,0,1,0,1,1979,0,1,0,0,0,1,0,0,0,0,0,4,0,3,5,2,2,1,13,4,7,0,2,2,13,5,3,17,2150000.0
198,2,0,46.0,1,5,0,0,0,0,1,0,0,1,0,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,3,0,2,2,2,3,1,10,3,5,0,2,3,9,3,3,13,2100000.0
469,1,0,31.0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1975,0,1,0,0,0,1,0,0,0,0,0,3,1,1,5,2,2,1,8,2,5,0,7,3,11,1,4,11,1550000.0
787,2,0,44.0,2,5,0,0,0,1,0,0,0,0,1,0,0,0,1971,0,0,0,1,0,0,0,0,1,0,0,3,0,2,3,1,2,1,4,3,2,0,3,5,5,1,1,5,1750000.0
326,3,0,58.0,4,4,0,0,0,0,1,1,0,1,0,0,0,0,1962,0,1,0,0,0,0,0,0,1,0,0,4,0,2,4,1,2,0,8,35,6,1,11,5,8,3,8,8,2570000.0
1102,1,1,26.0,1,18,1,0,0,0,1,0,1,1,0,1,1,0,2016,0,1,0,0,0,0,0,0,1,0,0,2,2,3,9,1,0,1,6,2,9,0,10,3,18,5,2,13,1650000.0
1007,3,0,68.7,2,5,0,0,0,0,1,1,0,1,0,0,0,0,1993,0,1,0,0,0,1,0,0,0,0,0,5,0,0,6,1,2,0,10,3,3,0,2,2,15,1,3,11,3435000.0
309,4,0,83.0,2,10,0,0,0,0,1,1,0,0,1,1,0,1,1999,0,1,0,0,0,1,0,0,0,0,0,4,0,3,28,5,4,1,11,14,10,0,7,2,39,12,10,29,4350000.0
814,2,0,48.1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,7,2,1,7,2,2,0,17,7,1,0,5,4,8,1,4,7,2500000.0
110,2,0,43.1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,1960,0,1,0,0,0,0,0,0,1,0,0,5,6,1,15,1,3,1,10,15,5,1,9,4,18,10,6,17,2660000.0
770,1,0,14.0,4,5,0,0,0,0,1,0,0,1,0,0,0,0,1957,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,1,3,2,5,2,1,0,3,4,4,2,1,4,800000.0
771,1,0,14.0,4,5,0,0,0,0,1,0,0,1,0,0,0,0,1957,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,1,3,2,5,2,1,0,3,4,4,2,1,4,780000.0
1245,3,0,61.0,2,4,0,0,1,0,0,0,0,1,0,0,0,0,1958,0,0,0,1,0,0,0,0,1,0,0,7,4,1,6,2,1,1,8,1,1,0,6,4,13,2,2,11,3300000.0
781,1,1,26.7,2,14,0,0,0,0,1,1,0,0,0,1,1,1,2014,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2,1,1,2,4,1,1,0,2,4,3,1,1,3,1400000.0
567,2,0,99.8,10,10,0,0,0,1,0,1,1,1,1,1,0,1,2011,0,1,0,0,0,0,0,0,0,1,0,5,8,1,13,2,3,0,9,16,5,1,10,6,16,7,3,15,5998000.0
977,2,0,44.0,16,16,1,0,0,0,1,1,0,1,0,1,1,1,2014,0,1,0,0,0,1,0,0,0,0,0,3,3,0,5,2,1,0,11,3,2,0,4,2,13,5,2,11,2500000.0
15,2,0,53.0,1,10,0,0,0,0,1,0,0,0,1,1,0,1,1987,0,1,0,0,0,1,0,0,0,0,0,4,0,3,25,5,4,1,11,14,9,0,5,1,36,13,10,27,3100000.0
19,1,0,41.0,1,10,0,0,0,0,1,0,1,0,1,1,0,1,2013,0,1,0,0,0,1,0,0,0,0,0,5,0,1,28,4,4,1,11,12,11,0,6,0,30,7,13,37,2400000.0
24,3,0,84.0,5,9,0,0,0,0,1,1,1,0,1,1,0,1,2000,0,1,0,0,0,1,0,0,0,0,0,2,1,2,18,0,1,0,12,58,8,1,12,0,18,7,11,22,4900000.0
679,4,0,83.0,2,10,1,0,0,0,1,1,0,0,2,1,0,1,1990,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,2,1,3,0,2,3,9,0,3,6,3500000.0
1547,1,0,30.9,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1964,0,1,0,0,0,0,0,0,1,0,0,5,4,3,13,3,3,3,13,44,1,2,18,3,18,8,8,16,1800000.0
916,1,0,55.7,20,22,0,0,0,0,1,1,0,1,0,1,1,0,2018,0,0,0,0,1,0,0,0,1,0,0,2,1,6,22,1,0,2,14,76,3,1,30,3,15,10,18,18,3450000.0
92,1,1,18.0,1,5,0,0,0,1,0,0,0,1,0,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,5,0,4,7,2,3,1,13,5,5,0,3,3,13,0,6,14,870000.0
1227,1,0,38.0,6,17,0,0,0,0,1,1,0,1,0,1,0,1,2012,0,1,0,0,0,0,0,0,0,1,0,2,0,0,11,1,3,0,11,3,4,0,7,3,15,3,3,17,2450000.0
1098,1,0,26.7,11,18,1,0,0,0,1,1,0,1,0,1,1,1,2016,0,1,0,0,0,0,0,0,1,0,0,2,2,3,9,1,0,1,6,2,9,0,10,3,18,5,2,13,1730000.0
1290,2,0,53.0,1,10,0,0,0,0,1,0,0,0,1,4,0,1,1993,0,1,0,0,0,1,0,0,0,0,0,0,6,0,3,1,1,0,7,1,2,0,4,0,12,2,0,10,3000000.0
1502,2,0,48.7,5,5,0,1,0,0,0,1,0,0,1,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,3,1,1,5,3,2,1,8,4,5,0,7,3,12,2,5,12,2000000.0
928,2,0,54.0,10,10,0,0,0,0,1,1,0,0,1,0,0,0,2015,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4,2410000.0
1340,2,0,54.0,5,9,0,0,1,0,0,0,1,0,1,1,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,5,0,3,3,1,1,2,6,4,1,0,3,1,7,1,3,11,2600000.0
485,1,0,31.0,3,5,0,0,0,0,1,1,0,1,0,0,0,0,1964,0,1,0,0,0,1,0,0,0,0,0,4,1,3,5,3,3,1,11,5,9,0,4,2,15,4,6,18,1700000.0
1534,1,0,35.9,8,9,0,1,0,0,0,0,1,0,1,1,0,1,1986,0,1,0,0,0,1,0,0,0,0,0,3,0,0,5,2,3,0,4,4,2,0,4,2,13,0,5,9,1850000.0
825,3,0,57.0,8,9,0,0,0,0,1,0,1,0,1,1,0,1,1969,0,1,0,0,0,1,0,0,0,0,0,6,2,2,6,4,3,0,11,4,9,0,8,4,13,1,6,16,2870000.0
1522,2,0,53.0,5,10,0,1,0,0,0,1,0,0,1,1,0,1,1990,0,1,0,0,0,1,0,0,0,0,0,5,0,5,24,6,2,1,10,16,11,0,10,1,37,11,6,25,3000000.0
732,2,0,64.0,4,10,0,0,1,0,0,0,1,1,0,1,0,1,2004,0,1,0,0,0,0,0,0,0,1,0,2,2,2,8,1,1,1,6,3,9,0,7,2,13,5,2,13,3600000.0
1035,1,1,37.8,7,19,0,0,0,0,1,1,0,1,0,1,0,1,2016,0,1,0,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,4,1,1,0,5,2,6,2,1,2,2250000.0
159,1,0,18.0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1967,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,2,3,0,7,1,2,0,1,2,5,3,2,9,1100000.0
1414,3,0,62.0,2,5,0,0,0,0,1,1,0,0,1,0,0,0,1961,0,0,1,0,0,0,0,0,1,0,0,8,0,5,7,2,3,1,10,5,5,0,3,2,13,1,6,15,2400000.0
851,3,0,74.6,8,17,0,0,0,0,1,0,1,0,1,1,0,1,2011,0,1,0,0,0,1,0,0,0,0,0,5,42,11,8,5,9,2,19,69,5,1,65,4,9,47,36,20,4650000.0
523,4,0,60.0,2,5,0,0,0,0,1,1,0,1,0,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,8,2,2,9,2,2,0,18,9,2,0,7,4,14,1,6,11,2800000.0
1133,2,0,67.9,5,10,0,0,0,0,1,0,1,0,1,1,0,1,2008,0,1,0,0,0,1,0,0,0,0,0,4,3,2,11,4,0,0,15,17,8,0,12,5,15,5,11,20,4200000.0
1439,3,0,67.8,10,10,0,0,0,0,1,2,0,0,1,1,0,1,1992,0,1,0,0,0,1,0,0,0,0,0,5,0,2,4,2,3,0,10,5,1,0,3,3,9,0,4,10,2700000.0
1085,2,0,62.0,7,19,0,0,0,0,1,1,0,1,0,1,0,1,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4,3,0,0,4,3,1,1,0,3,3150000.0
862,1,0,46.0,5,24,1,0,0,0,1,1,0,1,0,2,2,1,2016,0,1,0,0,0,0,0,0,1,0,0,12,14,1,14,6,2,2,9,26,5,0,10,1,24,6,15,27,2730000.0
328,4,0,80.0,6,9,0,0,0,0,1,2,0,0,1,1,0,1,1980,0,1,0,0,0,1,0,0,0,0,0,5,0,1,6,1,3,0,8,2,5,0,7,2,12,2,7,9,3850000.0
1376,2,0,36.8,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1957,0,0,0,1,0,0,0,0,1,0,0,3,0,0,3,2,2,0,7,1,3,0,2,4,6,0,3,6,1365000.0
618,3,0,47.6,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,3,0,0,5,2,1,0,7,1,3,0,0,3,13,0,3,8,2630000.0
313,4,0,81.0,1,10,1,0,0,1,0,0,0,0,1,1,0,1,1994,0,1,0,0,0,1,0,0,0,0,0,5,4,2,9,3,4,0,7,6,5,0,7,4,11,4,11,21,4800000.0
1504,1,0,41.0,5,15,0,1,0,0,0,1,0,0,1,1,0,1,2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,3,0,0,2,2150000.0
539,1,0,45.6,1,18,0,0,0,0,1,0,0,0,1,1,0,1,2017,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,3,0,0,0,0,0,1,0,0,3,2050000.0
1228,1,0,37.0,3,17,0,0,0,0,1,1,0,1,0,1,0,1,2012,0,1,0,0,0,0,0,0,0,1,0,2,0,0,11,1,3,0,11,3,4,0,7,3,15,3,3,17,2300000.0
766,2,0,44.0,5,5,0,0,0,0,1,1,0,1,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,15,14,1,9,4,1,1,11,6,6,0,6,3,24,5,9,19,2500000.0
760,1,0,35.8,8,9,0,0,0,0,1,0,1,0,1,1,0,1,1989,0,1,0,0,0,1,0,0,0,0,0,9,3,2,10,4,4,0,10,8,7,0,10,4,20,4,15,30,1950000.0
495,3,0,66.7,2,9,0,0,0,0,1,1,0,0,1,1,0,1,1974,0,1,0,0,0,1,0,0,0,0,0,6,0,1,5,2,3,0,8,4,5,0,6,4,9,3,7,8,3600000.0
998,4,0,77.8,2,9,0,0,0,0,1,0,1,1,0,1,0,1,1971,0,1,0,0,0,1,0,0,0,0,0,5,21,4,22,5,5,1,16,57,9,0,30,5,15,23,23,17,5000000.0
196,3,0,62.0,4,5,0,0,0,0,1,1,0,0,1,0,0,0,1963,0,1,0,0,0,1,0,0,0,0,0,6,0,2,7,2,3,1,10,3,8,0,5,1,13,4,5,14,3200000.0
107,1,0,38.0,10,10,0,0,0,0,1,2,0,0,1,1,0,1,2012,0,1,0,0,0,1,0,0,0,0,0,5,1,2,2,0,1,0,2,0,2,0,0,1,6,1,1,3,2150000.0
1603,4,0,82.0,7,10,0,1,0,0,0,1,0,0,1,0,0,1,1993,0,1,0,0,0,1,0,0,0,0,0,0,6,0,3,1,1,0,7,1,2,0,4,0,12,2,0,10,3850000.0
179,2,0,44.0,1,5,0,0,0,0,1,0,0,1,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,2,3,0,7,1,3,0,2,3,7,3,2,9,2200000.0
1484,3,0,88.0,1,9,0,1,0,0,0,0,1,1,0,1,0,1,2007,0,1,0,0,0,0,0,0,1,0,0,6,0,3,15,2,5,0,8,8,9,0,8,1,33,4,4,15,4600000.0
1206,1,0,14.0,1,5,0,0,0,0,1,0,0,1,0,0,0,0,1980,0,1,0,0,0,1,0,0,0,0,0,8,7,1,18,4,2,1,25,19,11,0,12,2,27,4,14,25,750000.0
984,3,0,69.0,3,9,0,0,0,0,1,2,0,0,1,2,0,0,1974,0,1,0,0,0,0,0,0,1,0,0,11,4,2,7,4,2,1,13,5,3,0,9,1,22,3,7,26,3600000.0
3,1,0,41.0,4,10,0,0,0,0,1,1,0,0,0,1,0,1,1993,0,1,0,0,0,1,0,0,0,0,0,3,0,4,19,4,0,1,12,15,7,0,7,2,31,9,5,19,2500000.0
932,2,0,49.0,3,5,0,0,0,0,1,1,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,7,2,2,7,3,3,0,13,11,3,0,9,2,15,2,14,15,2500000.0
1567,2,0,52.0,5,19,0,1,0,0,0,0,1,1,0,1,0,1,2014,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,1,1,0,3,0,4,0,3,1,8,1,1,4,3250000.0
1132,3,0,72.0,10,10,0,0,0,0,1,1,0,0,1,1,0,1,2008,0,1,0,0,0,1,0,0,0,0,0,4,3,2,11,4,0,0,15,17,8,0,12,5,15,5,11,20,4300000.0
1171,4,0,80.0,8,10,0,0,0,1,0,1,0,0,1,1,0,1,1996,0,1,0,0,0,1,0,0,0,0,0,5,1,1,11,2,2,1,12,5,3,0,8,2,16,3,9,18,4100000.0
1291,1,0,41.0,13,16,0,0,0,0,1,1,0,0,1,0,0,1,2014,0,1,0,0,0,1,0,0,0,0,0,2,3,0,5,1,1,0,7,1,2,0,4,0,13,3,0,12,2150000.0
520,2,0,47.0,2,9,0,0,0,0,1,1,0,0,1,1,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,8,2,2,10,2,2,0,18,10,2,0,7,4,15,2,7,11,2750000.0
321,1,0,50.0,8,9,0,0,0,0,1,0,1,1,0,1,0,1,2007,0,1,0,0,0,0,0,0,1,0,0,6,0,3,15,2,5,0,8,8,9,0,8,1,33,4,4,15,2900000.0
191,3,0,93.0,5,10,0,0,0,1,0,1,0,1,1,1,0,1,2004,0,1,0,0,0,0,0,0,1,0,0,4,0,2,4,2,2,1,11,4,6,0,2,2,12,3,3,14,5500000.0
1321,4,0,60.0,5,5,0,0,0,0,1,1,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,5,0,3,4,2,0,2,7,4,1,0,4,1,8,1,4,12,3000000.0
505,4,0,95.0,4,4,0,0,1,0,0,1,0,0,1,0,0,0,1937,0,0,0,1,0,0,0,0,1,0,0,7,11,3,18,5,5,3,19,62,8,1,36,4,14,22,27,22,5100000.0
258,1,0,46.0,2,5,0,0,0,0,1,0,0,0,1,0,0,0,1956,0,0,1,0,0,0,0,0,1,0,0,6,9,2,11,3,5,0,9,9,5,0,10,4,19,6,12,29,2280000.0
658,1,0,31.0,3,5,0,0,0,0,1,0,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,3,0,2,3,1,2,1,5,2,1,0,3,5,5,1,1,4,1600000.0
111,3,0,56.0,1,5,0,0,0,0,1,0,0,1,1,0,0,0,1961,0,1,0,0,0,1,0,0,0,0,0,9,15,1,11,4,2,3,6,22,6,0,9,1,20,3,14,20,2880000.0
577,3,0,80.9,1,10,0,0,0,0,1,0,0,0,0,1,0,1,2001,0,1,0,0,0,0,0,0,1,0,0,4,0,0,29,2,4,0,13,48,10,1,13,0,30,12,13,36,4700000.0
901,2,0,48.3,2,14,0,0,0,1,0,0,0,1,0,1,0,1,1984,0,1,0,0,0,0,0,0,1,0,0,12,4,1,5,5,1,2,11,5,4,0,8,1,23,5,10,23,2950000.0
628,4,0,82.0,2,10,0,0,1,0,0,1,0,1,0,1,0,1,1994,0,1,0,0,0,1,0,0,0,0,0,6,2,4,9,2,0,1,11,6,11,0,10,4,16,6,7,20,4400000.0
726,3,0,58.0,4,5,0,0,0,0,1,1,0,0,1,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,8,1,3,6,2,3,0,9,5,5,0,2,4,12,1,5,9,2500000.0
1059,3,0,65.0,5,9,1,0,0,0,1,1,0,0,1,1,0,1,1986,0,1,0,0,0,1,0,0,0,0,0,12,0,1,7,3,1,1,12,5,3,0,5,3,22,4,7,18,3400000.0
963,1,0,26.7,1,2,0,0,0,0,1,0,0,1,0,0,0,0,2004,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,0,2,0,0,3,3,1,1,1,1365000.0
102,2,0,54.0,6,10,1,0,0,1,0,0,1,0,1,0,1,1,2006,0,1,0,0,0,0,0,0,1,0,0,5,0,1,3,3,1,1,8,3,4,0,5,1,13,2,5,12,3500000.0
10,4,0,78.2,5,9,0,0,0,0,1,1,1,0,1,1,0,1,1981,0,1,0,0,0,1,0,0,0,0,0,4,0,4,22,4,0,1,12,15,9,0,6,2,36,11,6,20,3800000.0
789,4,0,77.5,5,9,0,0,0,0,1,1,1,0,1,1,0,1,1983,0,1,0,0,0,0,0,0,1,0,0,3,0,2,3,1,2,1,4,2,2,0,3,5,5,2,1,5,4700000.0
997,2,0,46.0,4,5,0,0,0,0,1,1,0,0,1,0,0,0,1971,0,1,0,0,0,0,0,0,1,0,0,5,28,5,21,5,7,3,19,75,9,1,46,5,17,34,31,23,2500000.0
606,3,0,70.0,10,11,1,0,0,0,1,2,0,0,1,0,1,1,2009,0,1,0,0,0,1,0,0,0,0,0,5,0,4,24,5,0,1,14,15,11,0,8,2,37,13,6,25,3900000.0
1483,2,0,46.0,3,5,0,1,0,0,0,1,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,5,0,1,6,1,3,0,6,3,5,0,7,2,11,2,8,9,2330000.0
1014,3,0,70.0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,1957,0,0,0,1,0,0,0,0,1,0,0,5,43,9,15,5,6,3,21,78,7,2,63,3,15,46,37,19,3500000.0
1614,3,0,65.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,1957,0,0,0,1,0,0,0,0,1,0,0,6,0,3,4,2,1,1,11,5,2,0,4,2,6,0,5,14,2400000.0
1358,2,0,52.0,4,9,0,0,0,0,1,0,1,0,0,1,0,1,1977,0,1,0,0,0,1,0,0,0,0,0,2,0,3,2,1,0,1,8,4,1,0,4,5,5,2,3,10,2600000.0
1548,2,0,60.0,9,10,0,1,0,0,0,1,0,1,0,1,0,1,2008,0,1,0,0,0,0,0,0,0,1,0,2,1,3,25,2,1,3,11,59,7,1,21,2,19,13,20,22,3500000.0
273,2,0,48.8,4,10,0,0,0,0,1,1,0,0,1,1,1,1,2008,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2,2,1,0,5,2,3,0,0,1,13,0,1,7,3050000.0
40,2,0,54.1,8,10,0,0,0,0,1,1,0,0,1,1,0,1,2002,0,1,0,0,0,1,0,0,0,0,0,5,4,4,13,4,2,2,22,45,7,1,18,2,13,5,11,15,3450000.0
908,3,0,63.0,10,14,0,0,0,0,1,1,0,0,1,1,1,1,1980,0,1,0,0,0,1,0,0,0,0,0,7,4,1,7,2,4,1,13,11,4,1,12,4,16,2,14,12,3500000.0
1591,2,0,49.0,4,9,0,1,0,0,0,1,0,0,1,1,0,1,1973,0,1,0,0,0,1,0,0,0,0,0,8,4,2,18,3,3,3,17,22,10,1,15,2,30,10,17,30,2800000.0
1190,2,0,54.0,1,10,0,0,0,0,1,1,0,0,1,1,0,1,2007,0,1,0,0,0,1,0,0,0,0,0,7,0,1,5,4,2,1,9,5,4,0,6,1,15,3,7,20,3100000.0
1319,2,0,65.0,5,25,0,0,0,1,0,2,0,0,1,1,0,1,2010,0,1,0,0,0,0,0,0,1,0,0,2,1,7,23,1,2,1,14,27,5,0,22,6,18,11,9,23,4200000.0
1143,4,0,80.5,6,9,0,0,0,1,0,1,0,1,0,1,0,1,1984,0,1,0,0,0,1,0,0,0,0,0,7,6,1,16,4,2,1,24,18,10,0,11,2,24,5,14,27,4950000.0
953,1,0,32.5,1,5,0,0,0,0,1,1,0,0,1,0,0,1,1985,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,3,0,2,0,0,4,5,2,1,1,1700000.0
895,1,0,30.5,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1944,0,0,0,1,0,0,1,0,0,0,0,5,5,2,6,4,2,1,10,2,3,0,4,3,12,2,6,8,1700000.0
268,4,0,85.0,7,9,0,0,0,0,1,1,0,0,1,1,0,1,1987,0,1,0,0,0,1,0,0,0,0,0,5,8,1,7,3,3,1,3,5,3,0,7,3,12,6,13,16,4200000.0
923,4,0,74.0,1,5,1,0,0,0,1,0,1,0,1,0,0,1,1987,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4,3400000.0
1066,3,0,62.1,3,5,1,0,0,0,1,1,0,0,1,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,4,0,0,6,1,1,0,9,1,2,0,2,1,10,1,5,10,2750000.0
504,3,0,66.7,10,10,0,0,0,1,0,1,1,0,1,1,0,1,1999,0,1,0,0,0,1,0,0,0,0,0,6,0,0,5,2,2,0,8,2,5,0,6,4,11,3,8,8,3800000.0
1464,2,0,54.0,2,10,0,1,0,0,0,1,0,0,1,1,0,1,1993,0,1,0,0,0,1,0,0,0,0,0,4,10,3,13,2,1,1,9,15,6,0,18,4,10,8,10,10,3500000.0
1499,1,0,45.17,4,16,1,1,0,0,0,1,1,0,1,1,1,1,2016,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,2,1,4,0,4,0,3,1,9,2,1,6,2830000.0
1576,1,1,33.0,13,18,0,1,0,0,0,1,0,1,0,1,0,1,2016,0,1,0,0,0,0,0,0,1,0,0,2,2,3,9,1,0,1,6,2,9,0,10,3,18,5,2,13,1650000.0
1344,1,0,30.5,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1948,0,0,0,1,0,0,1,0,0,0,0,4,1,2,5,3,3,1,7,2,4,0,5,2,12,2,5,13,1300000.0
1364,1,0,31.4,4,5,1,0,0,0,1,1,0,1,0,0,0,0,1975,0,1,0,0,0,1,0,0,0,0,0,3,0,3,3,2,0,2,9,4,2,0,6,4,5,1,5,14,1420000.0
79,4,0,60.0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1948,0,0,0,1,0,0,0,0,1,0,0,10,6,2,8,4,5,2,11,9,5,0,8,4,18,3,11,27,2700000.0
